Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status,Years Since Last Sale,Has Liens,Low Equity,Distress
Title Issues,4076,"123 Example St, City, State 4076",2024-09-25,1,8.8,0.0,66.55,2014,4846,0.0,0.0,1,False,True,1
Lien,4077,"123 Example St, City, State 4077",2034-05-05,2,38.0,0.0,76.28,2021,7949,0.0,0.0,-9,True,True,1
Loan Modification,4078,"123 Example St, City, State 4078",2021-04-22,2,38.79,0.0,76.74,2014,8833,0.0,0.0,4,True,True,1
Property Damage,4079,"123 Example St, City, State 4079",2026-05-26,4,73.54,0.0,75.81,2029,3610,0.0,0.0,-1,False,True,1
Lien,4080,"123 Example St, City, State 4080",2019-02-16,1,13.28,0.0,44.27,2011,6067,0.0,0.0,6,True,True,1
Property Damage,4081,"123 Example St, City, State 4081",2018-01-01,5,30.36,0.0,46.02,2010,1592,0.0,0.0,7,False,True,1
Probate,4082,"123 Example St, City, State 4082",2024-09-28,1,34.44,0.0,53.94,2024,6713,0.0,0.0,1,True,True,1
Lien,4083,"123 Example St, City, State 4083",2018-02-27,1,6.53,0.0,21.97,2013,5193,0.0,0.0,7,True,True,1
Lien,4084,"123 Example St, City, State 4084",2015-11-14,0,89.17,0.0,70.75,2030,7305,0.0,0.0,10,True,True,1
Bankruptcy,4085,"123 Example St, City, State 4085",2029-01-18,2,21.76,0.0,49.34,2014,5605,0.0,0.0,-4,True,True,1
Unpaid Taxes,4086,"123 Example St, City, State 4086",2026-03-24,4,21.84,0.0,20.89,2011,7508,0.0,0.0,-1,True,True,1
Property Damage,4087,"123 Example St, City, State 4087",2028-10-03,1,49.9,0.0,24.99,2030,9967,0.0,0.0,-3,True,True,1
Property Damage,4088,"123 Example St, City, State 4088",2023-05-22,2,39.03,0.0,55.61,2011,6125,0.0,0.0,2,True,True,1
Foreclosure,4089,"123 Example St, City, State 4089",2033-01-21,2,19.77,0.0,60.45,2016,6726,0.0,0.0,-8,True,True,1
Probate,4090,"123 Example St, City, State 4090",2015-03-27,2,52.1,0.0,22.79,2011,2669,0.0,0.0,10,False,True,1
Title Issues,4091,"123 Example St, City, State 4091",2024-06-30,3,81.24,0.0,70.08,2025,7057,0.0,0.0,1,True,True,1
Short Sale,4092,"123 Example St, City, State 4092",2024-07-14,5,65.5,0.0,58.96,2028,5287,0.0,0.0,1,True,True,1
Lien,4093,"123 Example St, City, State 4093",2021-04-10,0,78.65,0.0,55.35,2026,9567,0.0,0.0,4,True,True,1
Title Issues,4094,"123 Example St, City, State 4094",2032-04-19,2,57.22,0.0,28.21,2011,7700,0.0,0.0,-7,True,True,1
Property Damage,4095,"123 Example St, City, State 4095",2022-10-06,4,21.26,0.0,56.04,2021,4574,0.0,0.0,3,False,True,1
Loan Modification,4096,"123 Example St, City, State 4096",2032-05-14,4,35.99,0.0,28.9,2016,8933,0.0,0.0,-7,True,True,1
HOA Violations,4097,"123 Example St, City, State 4097",2025-03-23,1,67.39,0.0,57.33,2026,9040,0.0,0.0,0,True,True,1
Title Issues,4098,"123 Example St, City, State 4098",2028-09-17,2,15.72,0.0,41.94,2016,1154,0.0,0.0,-3,False,True,1
Foreclosure,4099,"123 Example St, City, State 4099",2020-05-26,0,10.6,0.0,73.68,2011,3706,0.0,0.0,5,False,True,1
Unpaid Taxes,4100,"123 Example St, City, State 4100",2017-02-22,2,36.2,0.0,32.43,2028,1555,0.0,0.0,8,False,True,0
Foreclosure,4101,"123 Example St, City, State 4101",2028-06-28,3,34.94,0.0,51.14,2029,7345,0.0,0.0,-3,True,True,1
Foreclosure,4102,"123 Example St, City, State 4102",2029-09-27,2,16.29,0.0,75.46,2021,5692,0.0,0.0,-4,True,True,1
Loan Modification,4103,"123 Example St, City, State 4103",2017-04-18,4,55.14,0.0,56.09,2025,4518,0.0,0.0,8,False,True,1
Probate,4104,"123 Example St, City, State 4104",2027-01-17,1,18.3,0.0,53.0,2011,2819,0.0,0.0,-2,False,True,1
Bankruptcy,4105,"123 Example St, City, State 4105",2019-04-24,4,92.18,0.0,77.36,2015,1900,0.0,0.0,6,False,True,1
Bankruptcy,4106,"123 Example St, City, State 4106",2034-10-26,1,84.62,0.0,51.42,2014,1164,0.0,0.0,-9,False,True,1
Property Damage,4107,"123 Example St, City, State 4107",2026-10-25,4,66.35,0.0,35.09,2011,8517,0.0,0.0,-1,True,True,1
Property Damage,4108,"123 Example St, City, State 4108",2032-11-27,5,7.88,0.0,20.84,2020,6825,0.0,0.0,-7,True,True,1
Lien,4109,"123 Example St, City, State 4109",2033-08-05,1,49.86,0.0,67.54,2028,2183,0.0,0.0,-8,False,True,0
Unpaid Taxes,4110,"123 Example St, City, State 4110",2034-03-30,4,18.19,0.0,64.8,2029,3491,0.0,0.0,-9,False,True,1
Bankruptcy,4111,"123 Example St, City, State 4111",2019-05-16,4,70.4,0.0,66.32,2030,7642,0.0,0.0,6,True,True,1
Probate,4112,"123 Example St, City, State 4112",2031-03-03,3,87.53,0.0,37.28,2014,7524,0.0,0.0,-6,True,True,1
Lien,4113,"123 Example St, City, State 4113",2027-11-20,2,71.07,0.0,34.97,2024,2530,0.0,0.0,-2,False,True,0
Lien,4114,"123 Example St, City, State 4114",2025-12-08,3,52.81,0.0,61.55,2016,6486,0.0,0.0,0,True,True,1
HOA Violations,4115,"123 Example St, City, State 4115",2023-03-06,4,87.84,0.0,36.34,2018,9385,0.0,0.0,2,True,True,1
Foreclosure,4116,"123 Example St, City, State 4116",2019-07-19,2,20.08,0.0,43.91,2019,3897,0.0,0.0,6,False,True,1
Lien,4117,"123 Example St, City, State 4117",2019-04-08,5,14.48,0.0,21.36,2020,4649,0.0,0.0,6,False,True,1
Lien,4118,"123 Example St, City, State 4118",2018-04-21,5,90.58,0.0,69.25,2028,2126,0.0,0.0,7,False,True,1
Probate,4119,"123 Example St, City, State 4119",2029-09-03,1,30.65,0.0,51.15,2021,2610,0.0,0.0,-4,False,True,0
Property Damage,4120,"123 Example St, City, State 4120",2022-08-02,3,34.32,0.0,77.76,2029,3544,0.0,0.0,3,False,True,1
Loan Modification,4121,"123 Example St, City, State 4121",2033-05-17,4,11.91,0.0,47.09,2020,1166,0.0,0.0,-8,False,True,1
Lien,4122,"123 Example St, City, State 4122",2028-12-07,5,68.23,0.0,50.23,2028,6999,0.0,0.0,-3,True,True,1
HOA Violations,4123,"123 Example St, City, State 4123",2034-08-09,3,43.91,0.0,62.19,2011,9127,0.0,0.0,-9,True,True,1
Short Sale,4124,"123 Example St, City, State 4124",2029-04-24,3,25.99,0.0,70.41,2024,1988,0.0,0.0,-4,False,True,1
Property Damage,4125,"123 Example St, City, State 4125",2025-06-04,3,72.22,0.0,70.06,2011,2606,0.0,0.0,0,False,True,1
Short Sale,4126,"123 Example St, City, State 4126",2019-12-17,5,19.3,0.0,23.3,2011,2421,0.0,0.0,6,False,True,1
Lien,4127,"123 Example St, City, State 4127",2018-04-23,4,77.54,0.0,69.03,2024,4302,0.0,0.0,7,False,True,1
Short Sale,4128,"123 Example St, City, State 4128",2026-07-01,0,76.45,0.0,38.68,2018,8890,0.0,0.0,-1,True,True,1
Short Sale,4129,"123 Example St, City, State 4129",2034-01-04,3,83.65,0.0,60.93,2014,7174,0.0,0.0,-9,True,True,1
Foreclosure,4130,"123 Example St, City, State 4130",2022-05-10,1,10.53,0.0,53.2,2021,4233,0.0,0.0,3,False,True,1
Title Issues,4131,"123 Example St, City, State 4131",2024-03-01,1,93.26,0.0,50.03,2016,2856,0.0,0.0,1,False,True,1
Probate,4132,"123 Example St, City, State 4132",2023-03-22,0,65.35,0.0,34.78,2027,7489,0.0,0.0,2,True,True,1
HOA Violations,4133,"123 Example St, City, State 4133",2016-11-30,5,25.09,0.0,24.62,2030,5176,0.0,0.0,9,True,True,1
Short Sale,4134,"123 Example St, City, State 4134",2015-06-30,2,53.31,0.0,29.67,2025,4132,0.0,0.0,10,False,True,0
Unpaid Taxes,4135,"123 Example St, City, State 4135",2034-06-25,2,69.04,0.0,66.54,2020,6530,0.0,0.0,-9,True,True,1
Title Issues,4136,"123 Example St, City, State 4136",2026-05-10,0,7.22,0.0,34.79,2010,9680,0.0,0.0,-1,True,True,1
Property Damage,4137,"123 Example St, City, State 4137",2027-11-12,4,47.5,0.0,64.66,2015,8646,0.0,0.0,-2,True,True,1
HOA Violations,4138,"123 Example St, City, State 4138",2016-07-30,5,81.56,0.0,20.52,2016,9893,0.0,0.0,9,True,True,1
Unpaid Taxes,4139,"123 Example St, City, State 4139",2034-04-08,5,75.35,0.0,31.6,2014,5884,0.0,0.0,-9,True,True,1
Loan Modification,4140,"123 Example St, City, State 4140",2020-06-28,4,29.3,0.0,36.79,2023,1295,0.0,0.0,5,False,True,1
Short Sale,4141,"123 Example St, City, State 4141",2034-10-10,2,28.35,0.0,45.79,2018,5415,0.0,0.0,-9,True,True,1
HOA Violations,4142,"123 Example St, City, State 4142",2019-02-03,0,73.26,0.0,67.69,2016,2955,0.0,0.0,6,False,True,1
Unpaid Taxes,4143,"123 Example St, City, State 4143",2016-02-27,4,16.7,0.0,72.22,2010,6456,0.0,0.0,9,True,True,1
Short Sale,4144,"123 Example St, City, State 4144",2018-06-21,0,16.58,0.0,52.99,2020,4970,0.0,0.0,7,False,True,1
Foreclosure,4145,"123 Example St, City, State 4145",2026-11-16,2,36.88,0.0,36.18,2014,2677,0.0,0.0,-1,False,True,1
Lien,4146,"123 Example St, City, State 4146",2033-05-19,1,5.69,0.0,59.73,2012,7808,0.0,0.0,-8,True,True,1
Short Sale,4147,"123 Example St, City, State 4147",2015-01-21,0,24.07,0.0,67.7,2016,5925,0.0,0.0,10,True,True,1
Short Sale,4148,"123 Example St, City, State 4148",2020-05-29,3,38.18,0.0,31.07,2022,5029,0.0,0.0,5,True,True,1
HOA Violations,4149,"123 Example St, City, State 4149",2023-06-25,5,24.58,0.0,77.27,2023,8014,0.0,0.0,2,True,True,1
Property Damage,4150,"123 Example St, City, State 4150",2028-02-28,0,48.71,0.0,34.3,2021,8905,0.0,0.0,-3,True,True,1
HOA Violations,4151,"123 Example St, City, State 4151",2030-01-29,0,26.95,0.0,70.21,2010,7130,0.0,0.0,-5,True,True,1
HOA Violations,4152,"123 Example St, City, State 4152",2026-05-01,1,33.08,0.0,71.7,2025,6658,0.0,0.0,-1,True,True,1
Title Issues,4153,"123 Example St, City, State 4153",2017-03-31,2,68.65,0.0,57.77,2025,5885,0.0,0.0,8,True,True,1
Property Damage,4154,"123 Example St, City, State 4154",2019-03-26,4,8.35,0.0,33.68,2013,8097,0.0,0.0,6,True,True,1
HOA Violations,4155,"123 Example St, City, State 4155",2022-06-06,3,22.84,0.0,61.4,2022,3467,0.0,0.0,3,False,True,1
Bankruptcy,4156,"123 Example St, City, State 4156",2017-03-26,0,64.27,0.0,23.21,2020,9863,0.0,0.0,8,True,True,1
Bankruptcy,4157,"123 Example St, City, State 4157",2027-10-26,5,6.45,0.0,54.59,2030,9455,0.0,0.0,-2,True,True,1
Probate,4158,"123 Example St, City, State 4158",2031-08-11,3,83.9,0.0,62.12,2020,9793,0.0,0.0,-6,True,True,1
Short Sale,4159,"123 Example St, City, State 4159",2016-12-03,0,34.15,0.0,75.96,2019,4210,0.0,0.0,9,False,True,1
Property Damage,4160,"123 Example St, City, State 4160",2016-03-20,1,44.6,0.0,32.28,2010,7947,0.0,0.0,9,True,True,1
Lien,4161,"123 Example St, City, State 4161",2027-08-14,4,12.13,0.0,24.3,2010,7929,0.0,0.0,-2,True,True,1
Title Issues,4162,"123 Example St, City, State 4162",2034-08-24,4,12.95,0.0,77.55,2012,9340,0.0,0.0,-9,True,True,1
Property Damage,4163,"123 Example St, City, State 4163",2024-04-16,1,83.95,0.0,53.97,2016,7560,0.0,0.0,1,True,True,1
Unpaid Taxes,4164,"123 Example St, City, State 4164",2033-08-29,2,58.51,0.0,27.99,2024,3905,0.0,0.0,-8,False,True,0
Bankruptcy,4165,"123 Example St, City, State 4165",2030-10-30,1,93.47,0.0,21.06,2010,4618,0.0,0.0,-5,False,True,1
Probate,4166,"123 Example St, City, State 4166",2016-07-07,5,37.53,0.0,61.14,2028,5724,0.0,0.0,9,True,True,1
Lien,4167,"123 Example St, City, State 4167",2018-08-17,4,65.62,0.0,25.34,2025,7394,0.0,0.0,7,True,True,1
Bankruptcy,4168,"123 Example St, City, State 4168",2022-07-26,4,26.7,0.0,26.58,2015,2211,0.0,0.0,3,False,True,1
Title Issues,4169,"123 Example St, City, State 4169",2025-06-24,4,93.36,0.0,49.45,2024,3370,0.0,0.0,0,False,True,1
Probate,4170,"123 Example St, City, State 4170",2015-12-02,3,43.18,0.0,76.83,2013,2302,0.0,0.0,10,False,True,1
Loan Modification,4171,"123 Example St, City, State 4171",2025-03-14,0,85.0,0.0,75.14,2030,3699,0.0,0.0,0,False,True,0
Foreclosure,4172,"123 Example St, City, State 4172",2030-11-21,2,77.87,0.0,33.43,2025,2874,0.0,0.0,-5,False,True,0
Loan Modification,4173,"123 Example St, City, State 4173",2034-01-29,0,42.16,0.0,35.73,2030,7109,0.0,0.0,-9,True,True,1
Lien,4174,"123 Example St, City, State 4174",2032-01-18,4,66.05,0.0,23.4,2030,3370,0.0,0.0,-7,False,True,1
Short Sale,4175,"123 Example St, City, State 4175",2021-03-26,2,15.43,0.0,77.68,2010,2763,0.0,0.0,4,False,True,1
Lien,4176,"123 Example St, City, State 4176",2030-06-14,2,8.29,0.0,59.58,2025,7535,0.0,0.0,-5,True,True,1
Foreclosure,4177,"123 Example St, City, State 4177",2016-05-14,0,56.83,0.0,49.24,2017,9908,0.0,0.0,9,True,True,1
Bankruptcy,4178,"123 Example St, City, State 4178",2025-03-12,5,40.83,0.0,40.56,2024,7891,0.0,0.0,0,True,True,1
Foreclosure,4179,"123 Example St, City, State 4179",2034-03-26,0,51.78,0.0,58.3,2017,1342,0.0,0.0,-9,False,True,1
Probate,4180,"123 Example St, City, State 4180",2018-10-13,1,11.57,0.0,47.93,2029,4758,0.0,0.0,7,False,True,1
Foreclosure,4181,"123 Example St, City, State 4181",2025-04-23,1,44.31,0.0,31.22,2013,1892,0.0,0.0,0,False,True,1
HOA Violations,4182,"123 Example St, City, State 4182",2016-06-23,5,89.12,0.0,64.72,2013,7728,0.0,0.0,9,True,True,1
Foreclosure,4183,"123 Example St, City, State 4183",2024-09-13,3,46.89,0.0,53.48,2020,6808,0.0,0.0,1,True,True,1
Title Issues,4184,"123 Example St, City, State 4184",2020-02-28,5,83.07,0.0,52.99,2016,9691,0.0,0.0,5,True,True,1
Title Issues,4185,"123 Example St, City, State 4185",2016-06-01,0,43.51,0.0,45.87,2017,6663,0.0,0.0,9,True,True,1
Title Issues,4186,"123 Example St, City, State 4186",2022-10-11,5,17.79,0.0,27.47,2017,7211,0.0,0.0,3,True,True,1
Probate,4187,"123 Example St, City, State 4187",2024-02-12,5,66.2,0.0,74.7,2028,2063,0.0,0.0,1,False,True,1
Title Issues,4188,"123 Example St, City, State 4188",2034-01-17,2,60.08,0.0,74.8,2020,8061,0.0,0.0,-9,True,True,1
Foreclosure,4189,"123 Example St, City, State 4189",2018-01-20,2,53.14,0.0,40.15,2030,1201,0.0,0.0,7,False,True,0
Title Issues,4190,"123 Example St, City, State 4190",2017-02-02,4,5.69,0.0,52.46,2030,5039,0.0,0.0,8,True,True,1
Lien,4191,"123 Example St, City, State 4191",2023-08-07,5,85.49,0.0,30.86,2010,1364,0.0,0.0,2,False,True,1
Lien,4192,"123 Example St, City, State 4192",2025-11-29,2,68.91,0.0,35.8,2011,3340,0.0,0.0,0,False,True,1
Short Sale,4193,"123 Example St, City, State 4193",2023-12-19,2,64.35,0.0,32.01,2011,6906,0.0,0.0,2,True,True,1
Probate,4194,"123 Example St, City, State 4194",2019-04-09,5,84.96,0.0,64.96,2016,8638,0.0,0.0,6,True,True,1
Unpaid Taxes,4195,"123 Example St, City, State 4195",2018-05-07,1,21.02,0.0,60.42,2026,4341,0.0,0.0,7,False,True,0
Bankruptcy,4196,"123 Example St, City, State 4196",2015-03-13,4,53.66,0.0,42.83,2021,3496,0.0,0.0,10,False,True,1
Loan Modification,4197,"123 Example St, City, State 4197",2027-12-09,4,66.65,0.0,30.53,2022,5075,0.0,0.0,-2,True,True,1
Loan Modification,4198,"123 Example St, City, State 4198",2034-09-02,1,60.05,0.0,65.06,2030,7832,0.0,0.0,-9,True,True,1
HOA Violations,4199,"123 Example St, City, State 4199",2029-12-17,0,70.15,0.0,33.66,2013,1389,0.0,0.0,-4,False,True,1
Foreclosure,4200,"123 Example St, City, State 4200",2025-01-02,1,84.1,0.0,59.5,2013,3675,0.0,0.0,0,False,True,1
Bankruptcy,4201,"123 Example St, City, State 4201",2015-05-16,5,51.57,0.0,79.68,2026,9397,0.0,0.0,10,True,True,1
Loan Modification,4202,"123 Example St, City, State 4202",2017-10-13,4,65.45,0.0,61.87,2028,9681,0.0,0.0,8,True,True,1
Foreclosure,4203,"123 Example St, City, State 4203",2026-05-16,1,19.95,0.0,66.98,2015,8022,0.0,0.0,-1,True,True,1
Loan Modification,4204,"123 Example St, City, State 4204",2028-05-14,0,66.88,0.0,49.5,2013,1211,0.0,0.0,-3,False,True,1
Title Issues,4205,"123 Example St, City, State 4205",2024-10-02,0,69.53,0.0,21.48,2015,2664,0.0,0.0,1,False,True,1
Unpaid Taxes,4206,"123 Example St, City, State 4206",2024-09-28,4,72.94,0.0,26.36,2018,3852,0.0,0.0,1,False,True,1
Loan Modification,4207,"123 Example St, City, State 4207",2018-06-07,2,74.6,0.0,22.21,2021,6770,0.0,0.0,7,True,True,1
Probate,4208,"123 Example St, City, State 4208",2015-04-18,4,72.85,0.0,75.47,2010,3300,0.0,0.0,10,False,True,1
Foreclosure,4209,"123 Example St, City, State 4209",2020-06-24,3,33.59,0.0,23.48,2014,7083,0.0,0.0,5,True,True,1
Probate,4210,"123 Example St, City, State 4210",2025-08-04,2,44.74,0.0,28.49,2024,4940,0.0,0.0,0,False,True,0
Bankruptcy,4211,"123 Example St, City, State 4211",2027-12-18,0,45.46,0.0,65.97,2011,6624,0.0,0.0,-2,True,True,1
Foreclosure,4212,"123 Example St, City, State 4212",2019-04-19,4,72.79,0.0,20.42,2027,2817,0.0,0.0,6,False,True,1
Title Issues,4213,"123 Example St, City, State 4213",2030-12-19,3,50.65,0.0,71.68,2018,1945,0.0,0.0,-5,False,True,1
Property Damage,4214,"123 Example St, City, State 4214",2033-03-23,2,69.32,0.0,57.29,2024,3086,0.0,0.0,-8,False,True,0
HOA Violations,4215,"123 Example St, City, State 4215",2019-12-12,4,78.24,0.0,58.92,2023,1099,0.0,0.0,6,False,True,1
Property Damage,4216,"123 Example St, City, State 4216",2019-06-01,3,66.32,0.0,27.84,2014,4638,0.0,0.0,6,False,True,1
Property Damage,4217,"123 Example St, City, State 4217",2032-12-05,5,24.04,0.0,49.77,2028,6544,0.0,0.0,-7,True,True,1
Title Issues,4218,"123 Example St, City, State 4218",2023-01-31,0,55.91,0.0,35.84,2021,5957,0.0,0.0,2,True,True,1
Lien,4219,"123 Example St, City, State 4219",2029-08-02,0,79.08,0.0,54.2,2021,3387,0.0,0.0,-4,False,True,0
HOA Violations,4220,"123 Example St, City, State 4220",2017-05-12,4,7.61,0.0,51.86,2023,5847,0.0,0.0,8,True,True,1
Foreclosure,4221,"123 Example St, City, State 4221",2025-09-25,3,94.89,0.0,70.8,2026,5637,0.0,0.0,0,True,True,1
Short Sale,4222,"123 Example St, City, State 4222",2019-12-28,2,88.06,0.0,53.49,2011,6800,0.0,0.0,6,True,True,1
Foreclosure,4223,"123 Example St, City, State 4223",2025-03-30,1,9.01,0.0,64.23,2015,2738,0.0,0.0,0,False,True,1
Lien,4224,"123 Example St, City, State 4224",2016-10-17,3,28.52,0.0,65.39,2030,8664,0.0,0.0,9,True,True,1
Probate,4225,"123 Example St, City, State 4225",2019-02-13,3,50.0,0.0,68.95,2017,8021,0.0,0.0,6,True,True,1
Lien,4226,"123 Example St, City, State 4226",2025-04-04,2,59.88,0.0,77.28,2026,2790,0.0,0.0,0,False,True,0
Loan Modification,4227,"123 Example St, City, State 4227",2018-01-03,5,56.7,0.0,41.19,2027,3719,0.0,0.0,7,False,True,1
Short Sale,4228,"123 Example St, City, State 4228",2024-04-01,5,42.24,0.0,73.4,2015,2974,0.0,0.0,1,False,True,1
Foreclosure,4229,"123 Example St, City, State 4229",2031-06-10,0,29.36,0.0,28.56,2029,6072,0.0,0.0,-6,True,True,1
Foreclosure,4230,"123 Example St, City, State 4230",2026-09-22,3,27.05,0.0,69.02,2012,2167,0.0,0.0,-1,False,True,1
Short Sale,4231,"123 Example St, City, State 4231",2031-11-05,3,42.34,0.0,66.39,2020,8171,0.0,0.0,-6,True,True,1
Unpaid Taxes,4232,"123 Example St, City, State 4232",2023-08-07,0,39.4,0.0,34.95,2030,6799,0.0,0.0,2,True,True,1
Short Sale,4233,"123 Example St, City, State 4233",2026-01-24,4,33.66,0.0,44.85,2019,6723,0.0,0.0,-1,True,True,1
Short Sale,4234,"123 Example St, City, State 4234",2028-05-13,1,66.54,0.0,77.31,2014,5370,0.0,0.0,-3,True,True,1
Bankruptcy,4235,"123 Example St, City, State 4235",2024-09-24,0,22.99,0.0,54.09,2021,2535,0.0,0.0,1,False,True,0
Loan Modification,4236,"123 Example St, City, State 4236",2021-01-02,0,58.43,0.0,28.53,2014,9151,0.0,0.0,4,True,True,1
HOA Violations,4237,"123 Example St, City, State 4237",2018-03-04,2,87.55,0.0,56.78,2026,1205,0.0,0.0,7,False,True,0
Title Issues,4238,"123 Example St, City, State 4238",2024-03-11,1,7.93,0.0,37.45,2014,7151,0.0,0.0,1,True,True,1
Property Damage,4239,"123 Example St, City, State 4239",2028-05-05,5,67.72,0.0,40.34,2010,9362,0.0,0.0,-3,True,True,1
Title Issues,4240,"123 Example St, City, State 4240",2019-03-14,1,44.64,0.0,58.35,2026,6162,0.0,0.0,6,True,True,1
Probate,4241,"123 Example St, City, State 4241",2020-12-03,4,83.35,0.0,48.53,2012,1605,0.0,0.0,5,False,True,1
Unpaid Taxes,4242,"123 Example St, City, State 4242",2032-01-15,0,5.26,0.0,76.46,2017,1544,0.0,0.0,-7,False,True,1
Probate,4243,"123 Example St, City, State 4243",2020-10-18,1,59.82,0.0,78.85,2021,2666,0.0,0.0,5,False,True,0
Bankruptcy,4244,"123 Example St, City, State 4244",2024-08-16,5,12.99,0.0,54.84,2015,1254,0.0,0.0,1,False,True,1
Property Damage,4245,"123 Example St, City, State 4245",2030-12-05,5,74.01,0.0,41.83,2017,6534,0.0,0.0,-5,True,True,1
Probate,4246,"123 Example St, City, State 4246",2031-06-25,0,92.93,0.0,52.99,2022,9484,0.0,0.0,-6,True,True,1
Probate,4247,"123 Example St, City, State 4247",2021-05-04,0,14.32,0.0,78.28,2015,9147,0.0,0.0,4,True,True,1
Loan Modification,4248,"123 Example St, City, State 4248",2031-02-19,4,12.99,0.0,76.32,2016,7935,0.0,0.0,-6,True,True,1
Lien,4249,"123 Example St, City, State 4249",2020-06-12,1,5.97,0.0,26.97,2011,5213,0.0,0.0,5,True,True,1
Lien,4250,"123 Example St, City, State 4250",2022-01-21,2,53.11,0.0,66.08,2022,9015,0.0,0.0,3,True,True,1
Lien,4251,"123 Example St, City, State 4251",2015-04-29,4,84.53,0.0,38.48,2027,6154,0.0,0.0,10,True,True,1
HOA Violations,4252,"123 Example St, City, State 4252",2015-04-21,5,17.37,0.0,58.03,2022,4747,0.0,0.0,10,False,True,1
Loan Modification,4253,"123 Example St, City, State 4253",2016-06-22,1,20.06,0.0,57.47,2018,6965,0.0,0.0,9,True,True,1
Title Issues,4254,"123 Example St, City, State 4254",2031-05-02,3,18.37,0.0,25.63,2022,3240,0.0,0.0,-6,False,True,1
Foreclosure,4255,"123 Example St, City, State 4255",2030-07-12,4,27.72,0.0,57.98,2026,9835,0.0,0.0,-5,True,True,1
HOA Violations,4256,"123 Example St, City, State 4256",2034-07-14,0,8.87,0.0,70.28,2022,1095,0.0,0.0,-9,False,True,1
Title Issues,4257,"123 Example St, City, State 4257",2027-03-27,2,37.82,0.0,23.33,2012,2305,0.0,0.0,-2,False,True,1
Probate,4258,"123 Example St, City, State 4258",2034-07-13,0,5.37,0.0,73.61,2020,4262,0.0,0.0,-9,False,True,1
Bankruptcy,4259,"123 Example St, City, State 4259",2022-01-12,1,85.79,0.0,34.17,2026,8062,0.0,0.0,3,True,True,1
Foreclosure,4260,"123 Example St, City, State 4260",2025-02-06,3,58.02,0.0,55.81,2023,5325,0.0,0.0,0,True,True,1
Unpaid Taxes,4261,"123 Example St, City, State 4261",2034-04-12,3,47.1,0.0,64.7,2010,3362,0.0,0.0,-9,False,True,1
Short Sale,4262,"123 Example St, City, State 4262",2023-04-11,3,93.77,0.0,55.4,2027,8747,0.0,0.0,2,True,True,1
Lien,4263,"123 Example St, City, State 4263",2032-02-09,1,7.41,0.0,62.96,2012,3351,0.0,0.0,-7,False,True,1
Lien,4264,"123 Example St, City, State 4264",2032-09-16,4,87.31,0.0,53.38,2012,2798,0.0,0.0,-7,False,True,1
Probate,4265,"123 Example St, City, State 4265",2025-07-06,1,11.1,0.0,46.28,2026,6377,0.0,0.0,0,True,True,1
Bankruptcy,4266,"123 Example St, City, State 4266",2028-07-18,5,19.3,0.0,52.75,2025,6865,0.0,0.0,-3,True,True,1
Lien,4267,"123 Example St, City, State 4267",2033-08-13,4,94.95,0.0,34.67,2021,7572,0.0,0.0,-8,True,True,1
Unpaid Taxes,4268,"123 Example St, City, State 4268",2023-11-18,4,70.94,0.0,64.1,2021,9830,0.0,0.0,2,True,True,1
Bankruptcy,4269,"123 Example St, City, State 4269",2019-03-19,1,62.49,0.0,51.94,2020,9524,0.0,0.0,6,True,True,1
Title Issues,4270,"123 Example St, City, State 4270",2022-12-14,0,9.89,0.0,62.48,2020,9020,0.0,0.0,3,True,True,1
HOA Violations,4271,"123 Example St, City, State 4271",2017-03-17,4,62.3,0.0,26.52,2028,6032,0.0,0.0,8,True,True,1
Lien,4272,"123 Example St, City, State 4272",2022-12-21,4,50.44,0.0,51.82,2013,5494,0.0,0.0,3,True,True,1
Bankruptcy,4273,"123 Example St, City, State 4273",2017-02-18,2,38.34,0.0,46.49,2017,4668,0.0,0.0,8,False,True,1
Lien,4274,"123 Example St, City, State 4274",2021-05-30,5,81.87,0.0,39.29,2016,5983,0.0,0.0,4,True,True,1
Title Issues,4275,"123 Example St, City, State 4275",2025-11-11,2,80.55,0.0,40.07,2022,3077,0.0,0.0,0,False,True,0
Probate,4276,"123 Example St, City, State 4276",2029-03-01,4,23.39,0.0,37.6,2010,1685,0.0,0.0,-4,False,True,1
Short Sale,4277,"123 Example St, City, State 4277",2028-12-30,0,66.37,0.0,75.05,2019,6563,0.0,0.0,-3,True,True,1
Title Issues,4278,"123 Example St, City, State 4278",2027-07-04,5,58.06,0.0,58.64,2014,4615,0.0,0.0,-2,False,True,1
Lien,4279,"123 Example St, City, State 4279",2034-11-27,5,66.71,0.0,73.65,2011,6257,0.0,0.0,-9,True,True,1
Title Issues,4280,"123 Example St, City, State 4280",2025-12-01,2,84.66,0.0,43.8,2022,1831,0.0,0.0,0,False,True,0
Lien,4281,"123 Example St, City, State 4281",2023-07-06,4,77.12,0.0,29.64,2021,1494,0.0,0.0,2,False,True,1
Lien,4282,"123 Example St, City, State 4282",2031-08-05,0,60.57,0.0,46.06,2012,3165,0.0,0.0,-6,False,True,1
Loan Modification,4283,"123 Example St, City, State 4283",2018-08-13,1,5.49,0.0,59.82,2022,5183,0.0,0.0,7,True,True,1
