Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status
Loan Modification,4526,"123 Example St, City, State 4526",2024-06-30,1,64.16,False,56.27,2030,3873,False,True
Foreclosure,4527,"123 Example St, City, State 4527",2015-11-27,2,70.46,False,53.2,2013,1303,True,True
Property Damage,4528,"123 Example St, City, State 4528",2026-05-26,3,38.29,True,54.12,2023,3595,True,False
Short Sale,4529,"123 Example St, City, State 4529",2028-11-20,1,29.37,False,68.19,2018,7380,False,False
Loan Modification,4530,"123 Example St, City, State 4530",2021-10-27,3,30.72,True,63.8,2024,6714,False,False
HOA Violations,4531,"123 Example St, City, State 4531",2034-08-09,1,37.65,False,21.63,2016,5373,False,True
HOA Violations,4532,"123 Example St, City, State 4532",2028-02-18,4,70.64,False,76.94,2027,3252,False,False
Bankruptcy,4533,"123 Example St, City, State 4533",2022-04-03,2,86.33,True,30.98,2028,7997,True,True
HOA Violations,4534,"123 Example St, City, State 4534",2019-02-22,4,45.24,True,73.26,2025,2225,True,True
HOA Violations,4535,"123 Example St, City, State 4535",2033-11-03,0,30.11,True,36.41,2028,8615,False,True
Short Sale,4536,"123 Example St, City, State 4536",2015-08-06,4,24.47,True,65.1,2015,5340,False,True
Foreclosure,4537,"123 Example St, City, State 4537",2016-09-11,1,25.68,True,29.24,2017,3411,True,True
Bankruptcy,4538,"123 Example St, City, State 4538",2015-06-09,1,45.7,True,32.49,2017,3695,True,True
Bankruptcy,4539,"123 Example St, City, State 4539",2022-09-20,2,8.42,True,20.53,2020,8515,True,False
Loan Modification,4540,"123 Example St, City, State 4540",2022-01-09,3,78.73,True,49.02,2013,5946,False,False
HOA Violations,4541,"123 Example St, City, State 4541",2023-12-27,1,84.7,True,24.5,2013,2974,False,True
Lien,4542,"123 Example St, City, State 4542",2020-05-16,3,45.75,True,63.54,2012,2920,False,True
Short Sale,4543,"123 Example St, City, State 4543",2028-03-20,4,83.81,False,38.61,2027,7699,False,True
Probate,4544,"123 Example St, City, State 4544",2029-11-02,2,23.71,True,54.28,2014,1074,False,True
Unpaid Taxes,4545,"123 Example St, City, State 4545",2026-09-08,2,59.71,False,42.17,2018,2353,False,True
HOA Violations,4546,"123 Example St, City, State 4546",2029-08-10,0,49.5,True,35.6,2029,5004,True,False
Foreclosure,4547,"123 Example St, City, State 4547",2022-01-20,5,50.93,False,65.05,2025,9625,False,False
Bankruptcy,4548,"123 Example St, City, State 4548",2027-07-03,4,92.55,False,68.64,2030,7014,False,True
Lien,4549,"123 Example St, City, State 4549",2025-10-19,1,14.07,False,66.32,2026,2291,False,True
Property Damage,4550,"123 Example St, City, State 4550",2029-03-24,4,81.57,True,70.47,2029,6316,False,False
Foreclosure,4551,"123 Example St, City, State 4551",2020-01-02,1,75.51,False,78.58,2018,6971,False,False
Unpaid Taxes,4552,"123 Example St, City, State 4552",2022-03-15,4,37.31,False,41.48,2020,3809,True,False
Bankruptcy,4553,"123 Example St, City, State 4553",2020-02-05,1,63.9,True,61.08,2011,2589,False,False
HOA Violations,4554,"123 Example St, City, State 4554",2033-03-15,4,66.27,False,27.04,2022,2450,False,False
Bankruptcy,4555,"123 Example St, City, State 4555",2017-06-30,0,71.06,False,66.17,2012,9574,True,True
Unpaid Taxes,4556,"123 Example St, City, State 4556",2024-01-06,0,80.73,False,28.75,2012,2821,False,False
Short Sale,4557,"123 Example St, City, State 4557",2030-01-18,2,55.38,True,57.32,2028,3079,False,True
Unpaid Taxes,4558,"123 Example St, City, State 4558",2030-04-10,4,23.95,False,65.21,2029,8442,False,True
Bankruptcy,4559,"123 Example St, City, State 4559",2023-12-09,5,11.1,True,66.74,2018,1378,False,False
HOA Violations,4560,"123 Example St, City, State 4560",2024-02-13,5,82.77,True,69.53,2012,3056,False,True
Lien,4561,"123 Example St, City, State 4561",2030-09-06,4,80.66,True,25.44,2027,8798,False,True
Unpaid Taxes,4562,"123 Example St, City, State 4562",2016-03-24,0,52.09,True,73.79,2018,9779,True,False
Short Sale,4563,"123 Example St, City, State 4563",2030-05-28,4,51.72,True,75.8,2024,2958,False,True
Unpaid Taxes,4564,"123 Example St, City, State 4564",2024-06-08,3,12.85,True,34.37,2017,4897,True,True
Probate,4565,"123 Example St, City, State 4565",2025-05-07,0,39.87,True,33.07,2016,3417,False,False
Title Issues,4566,"123 Example St, City, State 4566",2019-09-13,1,23.12,True,62.03,2014,8794,True,True
Loan Modification,4567,"123 Example St, City, State 4567",2020-02-18,2,14.55,True,68.7,2010,4159,True,True
Loan Modification,4568,"123 Example St, City, State 4568",2024-05-14,1,89.95,False,65.52,2014,1147,False,False
HOA Violations,4569,"123 Example St, City, State 4569",2015-07-15,5,53.7,False,27.43,2013,3993,False,True
HOA Violations,4570,"123 Example St, City, State 4570",2028-10-06,3,17.46,True,77.7,2030,8631,False,True
Property Damage,4571,"123 Example St, City, State 4571",2021-12-19,1,61.45,True,36.82,2013,6251,True,True
Unpaid Taxes,4572,"123 Example St, City, State 4572",2029-04-28,5,88.36,True,79.4,2015,4360,True,True
Property Damage,4573,"123 Example St, City, State 4573",2034-11-24,5,76.95,False,33.37,2016,7545,True,True
Short Sale,4574,"123 Example St, City, State 4574",2026-09-22,5,58.2,True,68.85,2012,4995,True,True
Bankruptcy,4575,"123 Example St, City, State 4575",2021-05-30,3,24.46,True,36.3,2010,3335,True,False
Foreclosure,4576,"123 Example St, City, State 4576",2017-06-14,5,38.21,True,21.38,2015,6591,False,False
Foreclosure,4577,"123 Example St, City, State 4577",2032-04-02,5,46.43,True,48.22,2028,5284,False,False
Foreclosure,4578,"123 Example St, City, State 4578",2015-11-24,4,69.11,True,62.68,2011,4773,True,False
Loan Modification,4579,"123 Example St, City, State 4579",2019-03-19,0,56.59,True,38.47,2015,1367,True,True
Foreclosure,4580,"123 Example St, City, State 4580",2033-12-18,2,77.74,False,73.48,2010,8926,True,True
Unpaid Taxes,4581,"123 Example St, City, State 4581",2027-08-22,2,57.32,True,59.7,2016,5445,False,False
HOA Violations,4582,"123 Example St, City, State 4582",2018-09-19,3,75.18,False,26.51,2023,7635,False,True
Lien,4583,"123 Example St, City, State 4583",2019-03-14,2,54.43,True,31.14,2010,5814,True,True
Lien,4584,"123 Example St, City, State 4584",2027-10-28,0,13.05,False,72.01,2013,3053,True,True
Loan Modification,4585,"123 Example St, City, State 4585",2027-04-09,5,92.81,False,45.67,2012,4340,True,False
Short Sale,4586,"123 Example St, City, State 4586",2024-01-13,4,27.65,True,30.97,2019,1371,True,False
Probate,4587,"123 Example St, City, State 4587",2020-01-14,2,35.59,True,51.84,2011,5798,True,True
Lien,4588,"123 Example St, City, State 4588",2028-06-14,3,37.25,True,58.14,2030,5968,False,False
Unpaid Taxes,4589,"123 Example St, City, State 4589",2025-09-28,3,56.75,True,36.31,2025,1302,False,True
Property Damage,4590,"123 Example St, City, State 4590",2030-10-15,1,15.74,True,39.38,2012,6357,True,False
Foreclosure,4591,"123 Example St, City, State 4591",2020-02-04,4,24.14,True,33.13,2012,6294,False,True
Probate,4592,"123 Example St, City, State 4592",2026-11-14,1,63.93,True,68.69,2026,1202,True,True
Loan Modification,4593,"123 Example St, City, State 4593",2024-04-24,4,92.59,True,47.41,2018,9433,False,True
Lien,4594,"123 Example St, City, State 4594",2017-06-30,5,28.78,False,20.44,2017,5319,True,False
Unpaid Taxes,4595,"123 Example St, City, State 4595",2021-05-11,5,68.84,False,67.24,2015,1232,False,True
Foreclosure,4596,"123 Example St, City, State 4596",2021-02-23,5,6.64,False,68.36,2019,4230,True,False
Title Issues,4597,"123 Example St, City, State 4597",2016-05-05,5,69.13,True,64.31,2022,4789,True,True
Loan Modification,4598,"123 Example St, City, State 4598",2019-02-28,2,42.81,True,74.57,2028,5881,False,False
HOA Violations,4599,"123 Example St, City, State 4599",2033-09-09,0,89.57,False,55.68,2024,3916,False,True
Short Sale,4600,"123 Example St, City, State 4600",2033-09-02,0,22.99,False,77.2,2028,6332,True,False
Title Issues,4601,"123 Example St, City, State 4601",2031-07-24,0,65.52,False,70.08,2024,1170,True,True
Property Damage,4602,"123 Example St, City, State 4602",2025-03-23,3,13.44,True,70.16,2011,6485,True,False
Lien,4603,"123 Example St, City, State 4603",2027-11-01,2,22.91,True,58.83,2019,7210,False,False
Probate,4604,"123 Example St, City, State 4604",2027-07-20,0,19.04,True,30.08,2019,3406,True,False
Short Sale,4605,"123 Example St, City, State 4605",2030-08-04,3,52.87,True,79.8,2022,7432,True,False
Bankruptcy,4606,"123 Example St, City, State 4606",2021-03-23,5,65.47,True,47.8,2017,4002,True,True
Probate,4607,"123 Example St, City, State 4607",2027-07-14,1,70.7,False,34.36,2012,5092,True,False
Loan Modification,4608,"123 Example St, City, State 4608",2018-10-21,4,29.99,False,59.14,2017,7114,False,False
Loan Modification,4609,"123 Example St, City, State 4609",2024-05-05,3,63.73,True,67.1,2010,1034,True,True
Title Issues,4610,"123 Example St, City, State 4610",2030-11-15,3,47.69,True,20.23,2030,1052,False,True
Short Sale,4611,"123 Example St, City, State 4611",2020-01-20,0,15.04,True,41.57,2030,2831,False,True
Foreclosure,4612,"123 Example St, City, State 4612",2024-03-04,1,42.88,True,71.99,2029,4106,False,True
Title Issues,4613,"123 Example St, City, State 4613",2034-04-29,2,71.12,False,46.5,2012,8168,True,False
Foreclosure,4614,"123 Example St, City, State 4614",2033-09-08,2,26.7,True,56.49,2029,1250,True,False
Loan Modification,4615,"123 Example St, City, State 4615",2022-04-22,5,15.24,False,70.07,2015,4942,False,True
Probate,4616,"123 Example St, City, State 4616",2019-12-02,1,67.77,True,21.09,2014,3604,False,False
Lien,4617,"123 Example St, City, State 4617",2021-01-23,0,10.94,False,77.97,2019,3042,True,True
HOA Violations,4618,"123 Example St, City, State 4618",2029-05-14,2,84.48,True,76.03,2016,5727,True,True
Foreclosure,4619,"123 Example St, City, State 4619",2021-12-22,5,88.89,False,27.96,2010,8320,False,True
Property Damage,4620,"123 Example St, City, State 4620",2015-03-09,3,42.23,True,24.97,2024,9932,True,True
HOA Violations,4621,"123 Example St, City, State 4621",2026-01-18,3,55.05,True,25.33,2023,6554,False,False
Property Damage,4622,"123 Example St, City, State 4622",2018-07-27,3,43.17,False,51.72,2011,7587,True,False
Foreclosure,4623,"123 Example St, City, State 4623",2028-03-28,1,13.74,False,64.2,2028,7759,False,True
Bankruptcy,4624,"123 Example St, City, State 4624",2021-10-11,4,82.64,True,57.83,2022,4865,True,False
Loan Modification,4625,"123 Example St, City, State 4625",2020-07-14,2,14.68,False,59.77,2025,6183,False,False
Probate,4626,"123 Example St, City, State 4626",2022-01-12,5,28.68,False,76.4,2029,3844,True,False
Foreclosure,4627,"123 Example St, City, State 4627",2023-05-07,4,66.93,False,33.08,2028,6502,True,True
Lien,4628,"123 Example St, City, State 4628",2024-02-26,2,88.96,False,77.25,2022,8984,False,False
Probate,4629,"123 Example St, City, State 4629",2017-04-26,2,60.31,False,78.69,2028,1054,False,True
Short Sale,4630,"123 Example St, City, State 4630",2016-04-02,1,47.79,True,77.56,2011,6080,False,False
Property Damage,4631,"123 Example St, City, State 4631",2018-01-14,5,61.89,True,65.15,2022,5123,True,False
Bankruptcy,4632,"123 Example St, City, State 4632",2021-11-13,3,80.74,True,30.03,2023,7075,False,True
Short Sale,4633,"123 Example St, City, State 4633",2020-08-30,3,73.26,False,27.01,2026,3340,True,False
Bankruptcy,4634,"123 Example St, City, State 4634",2021-09-23,2,26.65,True,47.06,2022,1260,False,True
Lien,4635,"123 Example St, City, State 4635",2033-11-27,0,27.1,True,54.74,2021,2186,True,False
Probate,4636,"123 Example St, City, State 4636",2026-12-21,4,76.45,False,27.03,2015,3428,False,False
Property Damage,4637,"123 Example St, City, State 4637",2016-12-02,4,16.55,False,50.45,2030,1599,True,False
Probate,4638,"123 Example St, City, State 4638",2027-05-15,0,54.67,True,55.31,2020,6597,False,True
Title Issues,4639,"123 Example St, City, State 4639",2027-04-29,3,50.86,True,57.44,2014,7300,False,False
Title Issues,4640,"123 Example St, City, State 4640",2016-09-12,1,91.02,True,47.45,2026,1035,False,False
Probate,4641,"123 Example St, City, State 4641",2025-07-31,2,54.44,False,27.73,2024,1627,False,True
Unpaid Taxes,4642,"123 Example St, City, State 4642",2022-10-14,4,21.54,False,29.62,2026,8665,True,True
Title Issues,4643,"123 Example St, City, State 4643",2029-07-02,5,63.55,True,56.28,2026,2246,False,False
Title Issues,4644,"123 Example St, City, State 4644",2029-03-16,0,84.61,False,63.28,2019,2813,True,False
Property Damage,4645,"123 Example St, City, State 4645",2021-08-03,4,47.85,False,70.76,2024,6108,True,False
Foreclosure,4646,"123 Example St, City, State 4646",2020-05-12,2,23.22,True,54.11,2021,7222,False,True
HOA Violations,4647,"123 Example St, City, State 4647",2020-06-19,2,32.37,False,22.97,2029,4946,True,False
Foreclosure,4648,"123 Example St, City, State 4648",2020-09-06,1,46.18,True,21.59,2021,4890,True,False
Short Sale,4649,"123 Example St, City, State 4649",2026-04-29,4,66.16,False,21.09,2012,2840,True,True
HOA Violations,4650,"123 Example St, City, State 4650",2015-11-06,3,28.67,False,74.51,2014,1637,False,True
HOA Violations,4651,"123 Example St, City, State 4651",2017-05-05,1,5.7,False,79.4,2023,6627,True,False
Title Issues,4652,"123 Example St, City, State 4652",2016-03-23,3,27.91,False,51.73,2030,5956,True,True
Bankruptcy,4653,"123 Example St, City, State 4653",2029-07-27,1,62.98,True,75.56,2029,2938,True,True
Bankruptcy,4654,"123 Example St, City, State 4654",2027-09-21,1,8.15,True,71.62,2014,9977,True,True
Lien,4655,"123 Example St, City, State 4655",2028-03-29,3,81.81,True,44.05,2019,4624,False,False
Property Damage,4656,"123 Example St, City, State 4656",2032-11-21,4,66.13,True,68.85,2029,9976,True,False
Bankruptcy,4657,"123 Example St, City, State 4657",2023-09-23,2,19.8,True,78.14,2029,7788,True,True
Unpaid Taxes,4658,"123 Example St, City, State 4658",2032-02-12,5,61.03,False,51.05,2023,7834,False,False
HOA Violations,4659,"123 Example St, City, State 4659",2033-06-03,4,12.41,False,51.75,2020,8234,False,True
Lien,4660,"123 Example St, City, State 4660",2029-10-20,1,7.06,True,77.26,2020,7577,False,False
Lien,4661,"123 Example St, City, State 4661",2033-02-09,2,80.79,False,27.64,2024,7399,False,True
Property Damage,4662,"123 Example St, City, State 4662",2033-01-30,0,77.19,False,53.23,2023,2018,False,False
HOA Violations,4663,"123 Example St, City, State 4663",2028-11-23,3,76.69,False,26.48,2016,5380,True,True
Short Sale,4664,"123 Example St, City, State 4664",2030-06-18,2,56.19,True,44.46,2015,5274,True,False
Unpaid Taxes,4665,"123 Example St, City, State 4665",2018-06-25,1,73.37,False,68.68,2024,7366,True,False
Unpaid Taxes,4666,"123 Example St, City, State 4666",2034-07-28,4,28.49,True,50.2,2021,3807,False,True
Lien,4667,"123 Example St, City, State 4667",2016-07-29,2,57.57,True,79.53,2023,3265,False,True
Unpaid Taxes,4668,"123 Example St, City, State 4668",2032-04-29,0,71.2,False,38.61,2020,6106,False,False
Lien,4669,"123 Example St, City, State 4669",2027-11-15,3,54.63,False,33.4,2024,7990,True,True
Lien,4670,"123 Example St, City, State 4670",2015-09-25,1,36.04,False,29.5,2020,5729,True,False
Unpaid Taxes,4671,"123 Example St, City, State 4671",2022-10-12,0,30.49,False,62.93,2017,6169,True,True
Title Issues,4672,"123 Example St, City, State 4672",2017-08-09,5,80.55,True,29.86,2015,9014,False,True
Loan Modification,4673,"123 Example St, City, State 4673",2021-03-12,3,30.87,True,74.97,2029,7478,True,True
HOA Violations,4674,"123 Example St, City, State 4674",2024-11-29,3,50.49,False,42.75,2018,2247,False,True
Foreclosure,4675,"123 Example St, City, State 4675",2026-02-27,3,77.66,True,65.87,2028,7035,False,False
Bankruptcy,4676,"123 Example St, City, State 4676",2027-10-27,5,31.55,True,76.27,2018,7248,True,False
Foreclosure,4677,"123 Example St, City, State 4677",2028-05-04,4,34.26,False,39.11,2014,6180,True,False
Short Sale,4678,"123 Example St, City, State 4678",2031-08-06,2,7.35,True,71.43,2018,2198,True,False
Short Sale,4679,"123 Example St, City, State 4679",2028-09-02,3,20.15,True,34.6,2027,3078,False,False
Bankruptcy,4680,"123 Example St, City, State 4680",2025-02-13,3,5.68,False,72.51,2020,5988,False,True
Unpaid Taxes,4681,"123 Example St, City, State 4681",2025-03-19,4,74.08,False,28.19,2012,2506,False,True
HOA Violations,4682,"123 Example St, City, State 4682",2028-08-13,0,38.06,False,75.39,2028,6263,True,False
Short Sale,4683,"123 Example St, City, State 4683",2015-10-07,5,47.54,True,38.89,2016,6119,True,True
Bankruptcy,4684,"123 Example St, City, State 4684",2019-05-04,1,23.67,True,72.65,2024,5679,False,False
HOA Violations,4685,"123 Example St, City, State 4685",2024-05-07,2,82.49,True,52.24,2027,9150,False,True
Bankruptcy,4686,"123 Example St, City, State 4686",2016-06-09,4,27.51,False,77.32,2014,5497,True,True
Loan Modification,4687,"123 Example St, City, State 4687",2033-04-20,3,41.43,False,26.19,2028,3324,True,True
HOA Violations,4688,"123 Example St, City, State 4688",2020-11-23,1,82.09,True,66.65,2021,3599,False,True
Lien,4689,"123 Example St, City, State 4689",2021-05-28,5,43.25,False,35.61,2012,5995,False,False
Property Damage,4690,"123 Example St, City, State 4690",2018-05-31,3,11.46,False,62.3,2030,4632,False,False
HOA Violations,4691,"123 Example St, City, State 4691",2016-05-11,5,42.52,False,35.76,2016,9613,True,False
HOA Violations,4692,"123 Example St, City, State 4692",2026-01-19,2,88.85,False,38.95,2028,3257,True,False
Short Sale,4693,"123 Example St, City, State 4693",2026-05-13,5,51.57,False,61.52,2028,9305,True,False
HOA Violations,4694,"123 Example St, City, State 4694",2025-11-02,0,36.89,False,71.52,2014,5582,False,False
Short Sale,4695,"123 Example St, City, State 4695",2023-06-29,0,85.91,True,37.97,2023,2607,False,False
Bankruptcy,4696,"123 Example St, City, State 4696",2027-10-22,1,10.58,True,30.77,2013,3656,True,False
Foreclosure,4697,"123 Example St, City, State 4697",2021-11-10,1,48.63,False,27.52,2021,3436,False,False
HOA Violations,4698,"123 Example St, City, State 4698",2027-01-05,3,38.78,True,37.34,2030,3428,False,True
Short Sale,4699,"123 Example St, City, State 4699",2019-02-25,1,93.6,False,35.19,2024,3561,True,True
Bankruptcy,4700,"123 Example St, City, State 4700",2030-04-01,5,19.48,True,30.69,2010,6327,True,False
Foreclosure,4701,"123 Example St, City, State 4701",2030-08-27,4,72.18,False,59.11,2019,9026,True,True
Title Issues,4702,"123 Example St, City, State 4702",2021-08-19,1,67.48,True,27.76,2012,7144,True,True
Lien,4703,"123 Example St, City, State 4703",2032-02-19,5,38.67,False,71.85,2013,1508,True,True
Short Sale,4704,"123 Example St, City, State 4704",2016-05-26,2,10.34,True,59.51,2011,8149,False,False
Foreclosure,4705,"123 Example St, City, State 4705",2018-09-21,1,63.85,False,63.85,2010,5239,False,True
Unpaid Taxes,4706,"123 Example St, City, State 4706",2031-10-22,0,87.6,True,24.17,2018,5188,False,True
Property Damage,4707,"123 Example St, City, State 4707",2023-01-12,0,73.25,True,51.56,2018,6937,True,False
HOA Violations,4708,"123 Example St, City, State 4708",2017-03-23,4,16.2,False,77.75,2010,9197,False,True
Loan Modification,4709,"123 Example St, City, State 4709",2025-09-19,3,23.08,False,21.09,2017,5419,False,True
Unpaid Taxes,4710,"123 Example St, City, State 4710",2022-06-10,3,88.55,True,32.51,2024,7828,True,True
Lien,4711,"123 Example St, City, State 4711",2017-08-30,2,8.52,False,24.24,2011,9844,False,False
Lien,4712,"123 Example St, City, State 4712",2021-03-06,2,57.67,False,61.14,2030,7252,False,True
Unpaid Taxes,4713,"123 Example St, City, State 4713",2031-06-12,5,30.33,False,48.02,2018,1418,True,True
Bankruptcy,4714,"123 Example St, City, State 4714",2022-01-21,4,49.9,True,57.91,2016,6273,False,True
Title Issues,4715,"123 Example St, City, State 4715",2030-12-08,5,13.92,False,74.77,2027,7276,False,True
Property Damage,4716,"123 Example St, City, State 4716",2022-10-03,2,75.8,True,31.55,2030,9964,True,True
Unpaid Taxes,4717,"123 Example St, City, State 4717",2030-11-26,5,44.26,True,53.14,2011,3063,False,True
Lien,4718,"123 Example St, City, State 4718",2032-10-15,5,15.7,True,42.97,2017,6514,True,True
HOA Violations,4719,"123 Example St, City, State 4719",2032-02-09,3,31.27,True,78.54,2021,7422,True,True
Bankruptcy,4720,"123 Example St, City, State 4720",2024-11-04,4,69.78,True,71.29,2026,9359,False,True
Property Damage,4721,"123 Example St, City, State 4721",2020-06-09,1,51.24,False,67.08,2017,1512,True,True
Title Issues,4722,"123 Example St, City, State 4722",2027-06-16,0,25.37,False,36.77,2024,2590,False,True
Loan Modification,4723,"123 Example St, City, State 4723",2031-02-01,2,70.96,False,60.55,2024,3586,False,False
Loan Modification,4724,"123 Example St, City, State 4724",2033-10-29,0,83.81,False,34.62,2014,3338,False,True
Lien,4725,"123 Example St, City, State 4725",2023-04-17,5,94.89,True,61.92,2021,3051,True,False
Title Issues,4726,"123 Example St, City, State 4726",2022-04-27,5,18.84,False,30.79,2023,9900,True,True
Short Sale,4727,"123 Example St, City, State 4727",2023-12-26,3,68.48,True,32.64,2021,8259,False,True
Foreclosure,4728,"123 Example St, City, State 4728",2029-11-04,3,40.63,False,23.7,2014,4736,False,True
Title Issues,4729,"123 Example St, City, State 4729",2028-10-21,1,89.36,True,55.87,2013,9856,False,True
Loan Modification,4730,"123 Example St, City, State 4730",2032-10-06,3,59.82,False,48.02,2017,8342,True,False
Probate,4731,"123 Example St, City, State 4731",2019-05-26,4,15.82,False,78.66,2025,8525,False,True
Unpaid Taxes,4732,"123 Example St, City, State 4732",2021-10-12,0,94.62,False,33.93,2025,4181,False,True
Unpaid Taxes,4733,"123 Example St, City, State 4733",2015-01-27,1,34.57,True,76.33,2017,5822,True,True
Foreclosure,4734,"123 Example St, City, State 4734",2027-05-02,5,32.31,False,57.78,2012,8858,False,False
Bankruptcy,4735,"123 Example St, City, State 4735",2025-12-03,4,41.53,False,54.7,2011,2195,True,True
Loan Modification,4736,"123 Example St, City, State 4736",2023-04-29,1,88.71,True,45.11,2021,6532,True,True
Short Sale,4737,"123 Example St, City, State 4737",2030-11-23,5,90.44,True,35.27,2017,7144,True,True
Property Damage,4738,"123 Example St, City, State 4738",2015-01-29,5,24.32,False,31.31,2027,6455,True,True
Probate,4739,"123 Example St, City, State 4739",2028-05-11,2,30.01,False,52.38,2022,4799,True,True
Loan Modification,4740,"123 Example St, City, State 4740",2020-05-26,4,6.98,False,29.34,2027,8074,True,True
Probate,4741,"123 Example St, City, State 4741",2025-01-14,1,31.51,True,46.81,2013,4668,True,False
Unpaid Taxes,4742,"123 Example St, City, State 4742",2033-08-19,4,83.18,True,55.6,2016,7132,False,False
Title Issues,4743,"123 Example St, City, State 4743",2015-09-26,4,59.58,False,66.99,2029,1625,False,True
Unpaid Taxes,4744,"123 Example St, City, State 4744",2017-06-29,2,16.55,True,27.77,2020,8240,True,True
Loan Modification,4745,"123 Example St, City, State 4745",2030-02-16,3,62.14,False,75.62,2024,2810,False,False
Probate,4746,"123 Example St, City, State 4746",2016-12-30,1,36.12,False,74.29,2025,7461,True,True
Property Damage,4747,"123 Example St, City, State 4747",2025-12-13,2,58.19,True,71.46,2011,3487,True,True
Loan Modification,4748,"123 Example St, City, State 4748",2033-06-03,3,78.56,True,26.7,2013,8600,True,False
Unpaid Taxes,4749,"123 Example St, City, State 4749",2027-02-23,2,35.63,False,57.67,2024,3028,False,False
Lien,4750,"123 Example St, City, State 4750",2025-03-05,4,80.88,False,52.2,2024,6481,False,True
Unpaid Taxes,4751,"123 Example St, City, State 4751",2019-07-29,2,67.38,False,56.2,2023,9719,False,False
Foreclosure,4752,"123 Example St, City, State 4752",2025-08-12,0,15.36,True,31.88,2025,9099,True,False
Probate,4753,"123 Example St, City, State 4753",2034-02-06,3,66.11,False,25.45,2029,6797,True,True
Bankruptcy,4754,"123 Example St, City, State 4754",2031-06-22,5,11.7,False,56.96,2029,3525,False,False
Title Issues,4755,"123 Example St, City, State 4755",2033-08-21,2,63.03,False,76.8,2016,6465,True,True
Loan Modification,4756,"123 Example St, City, State 4756",2027-06-18,1,55.17,False,53.93,2025,4521,False,False
Probate,4757,"123 Example St, City, State 4757",2024-08-18,0,57.21,False,49.46,2025,3565,False,False
Loan Modification,4758,"123 Example St, City, State 4758",2032-04-05,3,54.65,True,39.65,2024,6602,False,True
Probate,4759,"123 Example St, City, State 4759",2030-01-09,2,75.04,True,35.08,2017,2828,False,True
Loan Modification,4760,"123 Example St, City, State 4760",2022-10-11,4,92.26,True,76.44,2021,7273,False,False
Property Damage,4761,"123 Example St, City, State 4761",2020-06-13,3,28.15,False,22.36,2021,1983,True,False
Title Issues,4762,"123 Example St, City, State 4762",2024-06-02,1,8.64,True,76.52,2014,6063,False,True
Loan Modification,4763,"123 Example St, City, State 4763",2017-08-17,1,7.51,True,33.03,2028,8149,True,True
Probate,4764,"123 Example St, City, State 4764",2020-07-09,4,89.84,True,57.09,2029,8787,True,True
Lien,4765,"123 Example St, City, State 4765",2032-11-05,0,58.56,False,62.39,2022,1238,True,True
Probate,4766,"123 Example St, City, State 4766",2024-09-15,3,61.99,False,63.22,2029,4648,True,True
Short Sale,4767,"123 Example St, City, State 4767",2027-04-12,0,52.25,False,22.23,2016,3343,False,True
Title Issues,4768,"123 Example St, City, State 4768",2017-07-18,1,21.12,False,70.16,2024,7899,True,False
Unpaid Taxes,4769,"123 Example St, City, State 4769",2030-07-20,4,33.06,False,24.93,2014,2511,False,True
Unpaid Taxes,4770,"123 Example St, City, State 4770",2022-10-09,5,75.44,True,22.92,2027,9832,False,True
Title Issues,4771,"123 Example St, City, State 4771",2020-08-02,4,57.64,False,76.7,2023,3528,False,True
Lien,4772,"123 Example St, City, State 4772",2026-04-29,5,26.78,True,76.01,2025,1285,False,True
Lien,4773,"123 Example St, City, State 4773",2029-07-16,5,22.46,False,73.06,2029,6113,True,False
Loan Modification,4774,"123 Example St, City, State 4774",2034-08-10,2,73.34,False,43.11,2010,6281,True,True
Unpaid Taxes,4775,"123 Example St, City, State 4775",2022-06-18,4,50.11,False,27.34,2030,3234,True,True
Title Issues,4776,"123 Example St, City, State 4776",2029-02-06,4,52.35,False,64.25,2012,2693,False,False
Bankruptcy,4777,"123 Example St, City, State 4777",2022-09-30,1,22.35,False,39.04,2023,5777,True,False
Unpaid Taxes,4778,"123 Example St, City, State 4778",2034-02-24,1,58.82,True,32.29,2010,6304,False,False
Title Issues,4779,"123 Example St, City, State 4779",2022-03-08,0,68.58,True,61.69,2019,2179,False,False
Short Sale,4780,"123 Example St, City, State 4780",2031-02-11,1,22.24,True,50.19,2018,5715,False,False
HOA Violations,4781,"123 Example St, City, State 4781",2032-02-27,2,38.47,False,52.99,2016,4122,True,True
Property Damage,4782,"123 Example St, City, State 4782",2022-07-08,3,43.18,False,69.66,2013,7570,False,False
Foreclosure,4783,"123 Example St, City, State 4783",2016-04-01,0,82.09,False,62.53,2018,2471,True,True
Bankruptcy,4784,"123 Example St, City, State 4784",2034-09-07,2,39.87,True,46.02,2028,9297,True,True
Title Issues,4785,"123 Example St, City, State 4785",2020-06-22,4,61.78,False,58.16,2027,2061,False,False
Bankruptcy,4786,"123 Example St, City, State 4786",2018-09-23,3,19.1,True,34.8,2011,1300,False,False
Title Issues,4787,"123 Example St, City, State 4787",2019-07-16,1,65.54,True,53.93,2016,9964,False,False
Bankruptcy,4788,"123 Example St, City, State 4788",2028-04-12,4,12.07,False,26.85,2014,6267,False,False
